"";"banalfreq";"X.YEAR2018";"X.YEAR2019";"X.YEAR2020";"X.YEAR2021";"X.YEAR2022";"X.YEAR2023";"X.YEAR2024";"X.YEAR2025"
"tudiante";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-0,259;0,6621;0,3126
"colaborativas";51;1,046;-0,1388;-0,3879;-0,2147;-0,276;-0,9923;-0,2594;0,7078
"verter";16;-0,4386;-0,0436;1,5118;-0,3125;-0,0866;-0,3406;-0,6225;1,0809
"idóneo";33;1,8573;0,7285;0,9514;-0,6444;-0,1786;-1,8351;1,1556;-1,2574
"contreras";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-1,326;1,983;-0,2063
"cualificación";12;-0,329;-0,0327;-0,0913;0,3798;0,8573;-0,4476;-0,4581;0,7892
"retroali";23;-0,6305;-0,0626;-0,1749;-0,4492;-0,1245;-1,9061;1,1642;0,9956
"defining";17;-0,466;-0,0463;0,5892;-0,332;-0,092;-0,3841;0,3298;0,6165
"mateos";15;-0,4112;-0,0408;-0,1141;0,8565;-0,0812;0,3032;-0,2955;0,262
"panorámica";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,2212;1,265;-0,4873
"1st";11;-0,3016;-0,0299;-0,0837;0,4087;-0,0595;0,9665;-0,6493;0,2581
"cole";11;0,3005;-0,0299;-0,0837;-0,2148;-0,0595;0,5288;-0,3537;0,2581
"princi";16;-0,4386;-0,0436;0,6119;0,2899;-0,0866;-0,6861;-0,6225;1,5434
"adam";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;1,0967;-0,4129;0,3126
"esbozar";20;-0,186;-0,0544;-0,1521;0,2268;1,5998;0,3302;0,2807;-0,6612
"fabricante";11;1,5841;1,1763;-0,0837;-0,2148;0,8925;-0,3914;-0,3537;-0,7159
"prioritario";57;-1,5626;-0,1552;-0,4335;0,9784;-0,3085;-1,6718;1,4618;0,4457
"román";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-0,3406;0,6723;0,4223
"incipiente";31;0,5312;-0,0844;0,997;-0,2205;-0,1678;-0,2656;0,3144;-0,521
"ligero";14;0,6782;-0,0381;-0,1065;-0,2734;-0,0758;-0,5644;-1,093;1,9614
"acaso";13;-0,3564;-0,0354;-0,0989;-0,2539;0,8252;-0,5053;0,5087;0,3731
"unánime";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;0,3459;0,6391
"estrictamente";22;-0,2169;-0,0599;-0,1673;-0,4296;0,6202;0,7701;-0,3009;-0,2953
"andalucía";15;-0,4112;-0,0408;-0,1141;-0,2929;0,7683;-1,2431;0,8301;0,4932
"universidade";18;-0,4935;-0,049;-0,1369;-0,3515;-0,0974;-0,4292;-0,3473;1,6875
"portar";13;0,2519;-0,0354;-0,0989;-0,2539;0,8252;-1,0774;-0,5723;1,5931
"portugal";31;0,2416;-0,0844;-0,2358;-0,2205;-0,1678;-0,4507;1,1542;-0,521
"municación";21;-0,5757;-0,0572;-0,1597;-0,4101;-0,1136;-0,5731;-0,2401;1,658
"yecto";13;-0,3564;-0,0354;0,6912;-0,2539;-0,0703;0,399;-0,5723;0,6739
"produc";25;-0,6854;-0,0681;1,1581;-0,1558;-0,1353;-0,2549;-0,7572;1,1234
"umbral";35;1,2204;-0,0953;-0,2662;-0,2669;-0,1894;0,8511;-1,265;0,4135
"faceta";52;0,404;-0,1416;-0,3955;-0,2233;-0,2814;1,552;-1,1008;0,3551
"comuni";20;-0,5483;-0,0544;0,5294;-0,3906;-0,1082;-0,9411;0,4572;0,9731
"tatuajes";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,1856;1,5683;-0,8121
"renacimiento";12;-0,329;-0,0327;-0,0913;0,3798;-0,0649;1,3695;-1,9486;0,7892
"multisectorial";11;0,3005;-0,0299;-0,0837;0,4087;-0,0595;-0,3914;0,4901;-0,3487
"chas";11;-0,3016;-0,0299;0,7564;-0,2148;-0,0595;0,2262;-0,3537;0,533
"socie";12;-0,329;-0,0327;0,7223;-0,2343;-0,0649;-0,9945;0,6529;0,4456
"indudable";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;0,5288;0,254;0,2581
"instrumentales";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,2989;-0,2955;1,2276
"sistémicas";10;-0,2741;-0,0272;-0,0761;1,1624;-0,0541;-0,337;-0,5175;0,6391
"descarga";34;0,4615;-0,0926;0,9299;-0,2551;1,1787;0,424;0,2785;-1,3356
"mien";11;-0,3016;-0,0299;1,8257;-0,2148;-0,0595;-0,9116;-0,6493;1,4456
"conteni";30;-0,8224;-0,0817;-0,2282;-0,5859;-0,1623;-1,6225;0,7526;1,6334
"complementando";18;-0,4935;-0,049;-0,1369;0,2558;0,697;-0,8119;0,2592;0,8405
"porciona";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,0789;0,3175
"sep";12;-0,329;-0,0327;-0,0913;0,3798;-0,0649;-0,9945;1,0452;-0,1927
"nor";13;-0,3564;-0,0354;0,6912;-0,2539;-0,0703;-0,2212;0,5087;-0,2392
"evolution";36;-0,4624;-0,098;-0,2738;-0,2788;0,4419;0,7944;-0,8245;0,7557
"behaviors";13;-0,3564;-0,0354;-0,0989;0,3539;-0,0703;-0,5053;-0,5723;1,5931
"wiley";24;0,3601;-0,0653;-0,1825;-0,4687;-0,1299;-0,2269;-0,9357;1,6417
"polity";15;-0,4112;-0,0408;-0,1141;0,8565;-0,0812;-1,2431;1,2287;-0,3439
"transformation";28;-0,7676;-0,0762;-0,213;0,4554;-0,1515;-0,3471;1,0038;-0,3801
"identity";16;-0,4386;-0,0436;-0,1217;0,8108;-0,0866;-1,326;0,6723;0,4223
"morris";14;1,2998;-0,0381;-0,1065;0,9064;-0,0758;-0,5644;-1,6372;0,9363
"storytelling";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-0,5644;0,6621;0,5763
"transmedia";29;-0,795;-0,079;-0,2206;-0,5663;-0,1569;0,9326;-0,3048;0,5263
"acento";17;-0,466;-0,0463;-0,1293;-0,332;-0,092;0,4678;-0,2741;0,6165
"prisma";28;-0,7676;-0,0762;-0,213;-0,1874;-0,1515;0,6952;1,6893;-1,8076
"3916";28;-0,7676;-0,0762;-0,213;-0,5468;-0,1515;-0,3471;1,0038;0,3857
"uses";39;-1,0692;-0,1062;-0,2966;1,5643;-0,2111;1,5384;-0,4812;-0,707
"lecture";17;0,554;-0,0463;0,5892;0,7686;-0,092;-0,7486;-0,739;0,6165
"edition";19;-0,5209;-0,0517;0,5481;1,313;-0,1028;0,6494;-0,4284;-0,5923
"telos";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,5053;1,265;-0,2392
"cadores";17;-0,466;-0,0463;-0,1293;-0,332;-0,092;-1,4089;1,668;0,3615
"efi";28;-0,7676;-0,0762;-0,213;-0,5468;-0,1515;-0,9476;0,7408;1,1433
"recono";12;-0,329;-0,0327;0,7223;-0,2343;-0,0649;-0,9945;0,6529;0,4456
"lejano";28;1,5877;-0,0762;0,4116;-0,1874;1,3292;-0,5877;-0,7988;-0,2302
"darle";45;1,2587;0,6094;-0,3423;-0,8788;0,3673;0,6084;0,3058;-1,0533
"irrumpido";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-1,1602;0,3956;1,3967
"computar";10;0,9156;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;-0,2604;0,3175
"arar";13;0,7282;-0,0354;-0,0989;-0,2539;-0,0703;-0,5053;0,5087;-0,2392
"eaton";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;1,538;-1,7362;0,9267
"moreira";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-0,6861;1,0109;0,4223
"gonzalez";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-0,5644;1,4955;-0,2897
"envergadura";10;0,3297;-0,0272;1,9079;-0,1953;-0,0541;-0,8287;0,3459;-0,2851
"333";12;-0,329;-0,0327;0,7223;-0,2343;-0,0649;-0,9945;-0,4581;1,8236
"tránsito";16;0,5917;-0,0436;0,6119;-0,3125;0,7429;0,2647;-0,6225;-0,2063
"retroalimenta";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-0,5644;1,4955;-0,2897
"concreción";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-1,1602;1,0241;0,5763
"imá";17;-0,466;-0,0463;-0,1293;0,2721;-0,092;-0,7486;0,5434;0,6165
"genes";25;0,7108;-0,0681;-0,1901;0,5208;-0,1353;-0,4602;0,2614;-0,2593
"naturalmente";21;1,4403;-0,0572;-0,1597;-0,4101;0,6378;0,8435;-1,2674;-0,2543
"gración";10;-0,2741;-0,0272;0,7941;-0,1953;-0,0541;-0,8287;0,3459;0,6391
"contextualizada";33;-0,1729;-0,0898;-0,251;-0,6444;-0,1786;-0,5255;-0,4037;1,6371
"afine|afín";23;-0,6305;-0,0626;-0,1749;0,5712;-0,1245;-0,6752;1,1642;-0,3389
"interactúen";19;0,4875;-0,0517;-0,1445;0,6934;-0,1028;0,3707;-0,2559;-0,5923
"brainstorming";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;0,3476;-0,4129;0,9363
"lúdico";18;-0,4935;-0,049;-0,1369;-0,3515;-0,0974;-1,4917;1,4057;0,5367
"quizzes";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;-0,6247;1,2287;0,262
"mérito";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;0,8861;0,2365;-0,2063
"rales";17;-0,466;-0,0463;0,5892;-0,332;0,7192;-0,7486;0,5434;0,3615
"compresión";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,9116;1,9597;-0,3487
"340";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,1856;0,372;0,4456
"goo";10;-0,2741;-0,0272;1,9079;0,4411;-0,0541;-0,8287;-1,5268;1,6852
"maximizando";27;-0,7402;-0,0735;-0,2054;-0,5273;-0,1461;-0,5441;0,8619;0,6526
"incapaz";20;0,458;-0,0544;-0,1521;0,6597;0,6564;-0,5238;-0,3223;-0,2163
"occidente";22;-0,6031;-0,0599;-0,1673;-0,4296;-0,1191;1,1368;0,9975;-1,2375
"2307";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;0,9849;-0,5136;0,4932
"interface";11;0,3005;-0,0299;-0,0837;0,4087;-0,0595;0,5288;-0,3537;-0,3487
"potencialidad";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,1856;-0,4581;1,2467
"htm";12;1,479;-0,0327;-0,0913;1,0211;-0,0649;-0,4476;-0,4581;-0,4162
"tor";26;-0,7128;-0,0708;1,996;-0,5077;-0,1407;1,5783;-1,1779;0,3049
"significación";20;-0,5483;-0,0544;-0,1521;-0,3906;-0,1082;-1,6575;0,4572;1,8295
"rela";28;-0,7676;-0,0762;1,9067;-0,5468;0,5309;-0,9476;1,0038;-0,3801
"cionados";10;-0,2741;-0,0272;1,9079;-0,1953;0,9312;-0,8287;-0,2604;0,3175
"predisposición";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;0,3032;1,7352;-1,1116
"socioculturales";14;-0,3838;-0,0381;-0,1065;0,3305;-0,0758;0,3476;0,6621;-0,5615
"tipología";22;-0,6031;-0,0599;-0,1673;-0,4296;-0,1191;-1,8232;1,7872;0,5091
"1964";14;0,6782;-0,0381;-0,1065;0,3305;-0,0758;0,3476;-0,2234;-0,5615
"sesenta";10;0,9156;-0,0272;-0,0761;0,4411;-0,0541;0,2678;-0,5175;-0,2851
"impulsores";12;-0,329;-0,0327;-0,0913;1,0211;-0,0649;-0,1856;0,6529;-0,8121
"mail";16;-0,4386;-0,0436;-0,1217;0,2899;-0,0866;-0,6861;-0,3769;1,5434
"milenio";12;-0,329;1,1399;-0,0913;1,0211;-0,0649;1,3695;-1,9486;-0,1927
"preceder";23;-0,2328;-0,0626;0,4794;-0,4492;-0,1245;1,0468;-0,5643;0,2662
"ochenta";14;1,2998;-0,0381;-0,1065;0,3305;-0,0758;-0,5644;0,3956;-0,5615
"tencial";13;-0,3564;-0,0354;1,684;-0,2539;-0,0703;-1,0774;-0,3214;1,079
"connotación";11;-0,3016;-0,0299;-0,0837;0,4087;-0,0595;0,2262;0,838;-0,7159
"mediadas";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,4476;-0,24;1,2467
"seño";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,9945;0,372;1,2467
"epistemológicas";18;1,0273;-0,049;-0,1369;-0,3515;-0,0974;-0,4292;0,6832;-0,526
"singular";40;-1,0966;-0,1089;-0,3042;-0,7811;-0,2165;0,6016;-0,7324;1,8964
"ducción";18;-0,4935;-0,049;1,4162;-0,3515;-0,0974;-0,8119;0,6832;0,3093
"comercializar";12;-0,329;-0,0327;1,7516;1,0211;-0,0649;-0,9945;0,6529;-0,8121
"digitalmente";44;0,2927;0,6179;-0,3347;-0,3787;-0,2381;-0,6988;0,6445;0,3625
"355";11;1,5841;-0,0299;-0,0837;-0,2148;-0,0595;0,2262;-1,7362;0,9267
"bargo";19;-0,5209;-0,0517;0,5481;0,2408;-0,1028;-0,8761;-0,2559;1,0908
"asi";10;-0,2741;-0,0272;0,7941;-0,1953;-0,0541;-0,337;1,0789;-0,6219
"incorporarlas";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;1,3183;-0,3487
"praxis";24;-0,2491;-0,0653;-0,1825;-0,4687;-0,1299;-1,989;0,7174;1,2379
"teriales";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;1,8273;-0,2392
"fesorado";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,1856;0,372;0,4456
"multitud";36;1,1769;-0,098;0,3301;-0,2788;-0,1948;-0,4121;0,2942;-0,373
"autoestima";15;0,6329;-0,0408;-0,1141;0,3093;-0,0812;-0,2989;-0,5136;0,4932
"huelga";12;0,7837;-0,0327;-0,0913;-0,2343;0,8573;0,8518;-0,4581;-0,8121
"antropología";19;-0,5209;-0,0517;0,5481;-0,371;-0,1028;-0,8761;0,3514;1,0908
"oberta";22;-0,6031;-0,0599;-0,1673;-0,4296;-0,1191;1,5777;0,9975;-1,8527
"empirical";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;0,9665;-1,0919;0,9267
"paidós";23;-0,6305;-0,0626;-0,1749;-0,4492;-0,1245;0,7033;1,1642;-0,8807
"salamanca";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-1,1602;-0,2234;1,9614
"santillana";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;-0,5175;0,6391
"morata";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;0,8518;-0,4581;0,4456
"lim";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;0,3032;-0,5136;1,2276
"rudolph";13;-0,3564;-0,0354;-0,0989;-0,2539;0,8252;-0,2212;-0,9382;1,5931
"multiplicar";56;0,3466;-0,1525;0,2041;0,635;1,4899;0,7871;-0,8051;-0,6739
"sabzalieva";36;-0,9869;-0,098;-0,2738;-0,703;-0,1948;1,4264;1,3039;-1,4957
"valentini";39;-1,0692;-0,1062;-0,2966;-0,7616;-0,2111;1,5384;1,1652;-1,319
"redefine";30;-0,8224;-0,0817;-0,2282;-0,5859;-0,1623;-1,0624;1,668;0,472
"autó";15;-0,4112;-0,0408;1,5648;-0,2929;0,7683;-0,6247;0,3066;0,262
"noma";11;0,3005;-0,0299;0,7564;-0,2148;-0,0595;-0,3914;0,254;0,2581
"zapata";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;-1,326;1,0109;0,7081
"plica";13;-0,3564;-0,0354;-0,0989;-0,2539;0,8252;-1,0774;0,2816;1,079
"calvar";23;-0,6305;-0,0626;-0,1749;-0,4492;-0,1245;-1,9061;1,1642;0,9956
"ford";17;-0,1422;-0,0463;0,5892;0,7686;-0,092;0,4678;-0,2741;-0,8
"regreso";10;1,7025;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,3459;-0,2851
"firme";27;-0,7402;-0,0735;1,9504;0,476;-0,1461;-0,8914;1,1554;-0,8185
"creíble";13;0,2519;-0,0354;-0,0989;1,7583;-0,0703;-0,2212;0,2816;-0,9103
"enunciar";70;-1,919;-0,1906;-0,1828;-0,7417;-0,3788;1,561;-0,2827;0,3973
"retro";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,6454;0,6391
"371";13;0,2519;-0,0354;-0,0989;-0,2539;-0,0703;-0,5053;0,2816;0,6739
"tivamente";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;0,5288;-0,6493;0,9267
"exigente";11;-0,3016;1,1763;-0,0837;-0,2148;-0,0595;-0,9116;-0,3537;1,4456
"correlacionar";10;0,3297;-0,0272;-0,0761;0,4411;-0,0541;1,7352;-1,5268;-0,2851
"habili";18;-0,4935;-0,049;0,568;-0,3515;-0,0974;-1,4917;0,6832;0,8405
"changing";22;0,8283;-0,0599;0,4952;0,5988;-0,1191;0,4784;-1,8974;0,5091
"links";22;-0,6031;-0,0599;-0,1673;-0,4296;-0,1191;0,262;-0,4769;1,5036
"powerful";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;0,5919;-0,5136;0,8138
"30827";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;0,3459;1,0923
"100790";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;0,2262;0,254;0,533
"paradójico";25;-0,2656;1,9727;-0,1901;-0,4882;-0,1353;-0,2549;-1,4228;1,9363
"hipertext";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-1,0774;1,265;0,3731
"hong";18;-0,4935;-0,049;-0,1369;0,2558;-0,0974;1,1122;-0,5646;0,3093
"creating";36;-0,9869;-0,098;-0,2738;-0,703;-0,1948;-0,2503;0,2942;1,3054
"pf0000385146_spa";18;-0,4935;-0,049;-0,1369;-0,3515;-0,0974;0,7197;1,4057;-1,4234
"learned";15;-0,4112;-0,0408;-0,1141;0,3093;-0,0812;-0,2989;-0,8258;1,7377
"biases";12;-0,329;-0,0327;-0,0913;0,3798;-0,0649;-0,1856;-0,24;0,4456
"fairness";25;-0,6854;-0,0681;-0,1901;1,6466;0,5724;1,6919;-1,4228;-0,4339
"suscribir";10;-0,2741;-0,0272;-0,0761;0,4411;-0,0541;-0,337;0,3459;0,3175
"magister";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,0789;0,3175
"minucioso";10;0,3297;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;0,6454;-0,2851
"grama";14;-0,3838;-0,0381;-0,1065;0,9064;-0,0758;-0,5644;-0,4129;0,9363
"liderando";21;-0,2013;-0,0572;1,2934;-0,4101;-0,1136;-1,7404;0,5756;0,5774
"organizativos";10;-0,2741;-0,0272;1,9079;-0,1953;-0,0541;0,2678;0,3459;-0,6219
"comercialización";38;-1,0417;-0,1035;0,3134;-0,3031;-0,2056;0,6917;0,4401;-0,3016
"sibles";10;-0,2741;-0,0272;0,7941;-0,1953;-0,0541;-0,337;-0,5175;1,0923
"repre";18;-0,4935;-0,049;-0,1369;-0,3515;1,6868;-0,4292;0,4379;0,3093
"indicativo";16;-0,4386;1,0203;-0,1217;0,2899;-0,0866;-0,3406;0,6723;-0,4016
"inde";12;-0,329;-0,0327;-0,0913;0,3798;-0,0649;0,4588;-0,24;-0,1927
"precaución";35;-0,4435;-0,0953;-0,2662;-0,2669;-0,1894;-0,3806;0,4941;0,5983
"cautela";30;-0,3519;-0,0817;0,3886;-0,2093;-0,1623;-0,6782;0,5426;0,472
"ambiguo";23;-0,6305;0,872;-0,1749;-0,4492;-0,1245;0,4322;0,591;-0,3389
"enfoquen";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,9945;0,6529;0,7892
"representante";65;-1,7819;-0,177;-0,1623;1,6227;1,3275;1,3069;-0,9118;-0,5233
"exercise";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,337;-0,5175;1,6852
"publishers";11;-0,3016;-0,0299;-0,0837;0,4087;0,8925;-0,9116;-0,3537;0,9267
"encyclopedia";15;-0,4112;-0,0408;-0,1141;1,585;-0,0812;-0,6247;-0,2955;0,4932
"behavior";50;-1,3707;-0,1361;0,234;-0,2062;-0,2706;0,2914;-0,4263;1,2243
"lucas";13;0,7282;-0,0354;-0,0989;0,961;-0,0703;-0,2212;0,2816;-0,9103
"cooper";22;-0,2169;-0,0599;0,4952;0,2019;-0,1191;-1,0731;0,3012;0,7746
"administration";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;0,2262;-0,3537;0,9267
"sidad";27;-0,7402;-0,0735;0,4239;0,476;0,5441;-0,8914;0,6206;0,2674
"malentender";25;-0,6854;-0,0681;-0,1901;-0,4882;-0,1353;-0,2549;0,8541;0,3471
"imperativa";15;0,2132;-0,0408;-0,1141;-0,2929;-0,0812;-0,2989;0,5265;0,262
"asiático";18;0,5194;-0,049;-0,1369;0,7296;-0,0974;-0,21;0,6832;-1,4234
"pertenencia";24;-0,2491;-0,0653;-0,1825;0,5452;-0,1299;-0,4201;-0,4428;0,8963
"clarificar";21;-0,5757;-0,0572;-0,1597;-0,4101;-0,1136;0,2941;0,8406;-0,2543
"globalización";17;-0,466;0,9953;-0,1293;-0,332;0,7192;0,2313;-0,2741;0,3615
"lograrse";20;-0,5483;-0,0544;-0,1521;1,2565;-0,1082;0,5864;-1,5684;0,9731
"b1";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;-1,1602;1,4955;0,3126
"taciones";13;-0,3564;-0,0354;-0,0989;0,3539;-0,0703;-0,2212;0,2816;0,3731
"prescribir";11;-0,3016;-0,0299;-0,0837;1,0878;-0,0595;1,538;-1,0919;-0,3487
"tablets";17;-0,466;-0,0463;-0,1293;-0,332;-0,092;-0,3841;-0,2741;1,3732
"rado";33;-0,9047;-0,0898;-0,251;0,3675;-0,1786;-0,5255;0,3311;0,9812
"capcut";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,6761;-0,2851
"exis";13;-0,3564;-0,0354;0,6912;-0,2539;0,8252;-0,5053;-0,9382;1,5931
"predominantes";17;0,554;-0,0463;-0,1293;0,2721;-0,092;-0,7486;0,3298;0,3615
"aproximado";15;0,2132;-0,0408;-0,1141;-0,2929;-0,0812;0,3032;0,5265;-0,3439
"prieto";12;-0,329;-0,0327;-0,0913;-0,2343;0,8573;-0,9945;0,372;0,7892
"delo";14;-0,3838;-0,0381;-0,1065;-0,2734;1,8983;-1,1602;-0,2234;0,9363
"matters";15;0,2132;-0,0408;-0,1141;1,585;-0,0812;0,9849;-1,8274;0,262
"kong";17;-0,466;-0,0463;-0,1293;0,2721;-0,092;0,4678;-0,2741;0,3615
"input";38;-0,5007;-0,1035;0,3134;-0,3031;-0,2056;-0,4781;1,6154;-0,6545
"common";23;-0,6305;-0,0626;-0,1749;-0,4492;-0,1245;-1,14;0,591;1,3642
"fake";53;0,3888;-0,1443;0,2184;1,5476;-0,2868;-1,0823;-0,7687;1,007
"disruptivos";16;-0,4386;-0,0436;-0,1217;-0,3125;-0,0866;0,2647;0,4175;0,4223
"reconfiguración";22;-0,6031;-0,0599;-0,1673;0,2019;-0,1191;-1,8232;1,356;0,5091
"crompton";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;-0,3537;1,4456
"burke";18;0,5194;-0,049;-0,1369;-0,3515;-0,0974;0,7197;-0,8623;0,5367
"generadora";15;-0,4112;-0,0408;-0,1141;-0,2929;-0,0812;0,5919;-0,2955;0,4932
"batir";20;-0,186;-0,0544;-0,1521;-0,3906;-0,1082;1,3432;-0,3223;-0,392
"disrupción";40;-0,5395;1,5845;0,2978;-0,7811;-0,2165;1,1266;-0,955;0,5277
"george";24;-0,6579;-0,0653;-0,1825;1,0628;0,5876;-0,7278;0,4932;-0,224
"autoconciencia";24;1,8641;-0,0653;-0,1825;-0,4687;0,5876;0,3905;-0,2822;-0,9577
"pardo";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;1,0967;0,3956;-0,5615
"imparcialidad";13;-0,3564;-0,0354;-0,0989;0,961;-0,0703;-0,2212;-0,5723;0,6739
"compilación";11;-0,3016;1,1763;-0,0837;0,4087;-0,0595;-0,3914;0,4901;-0,3487
"perior";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;0,4588;-0,24;0,4456
"incapacidad";22;0,4055;-0,0599;-0,1673;1,1537;-0,1191;0,262;-0,3009;-0,5023
"formarse";29;0,2702;-0,079;-0,2206;0,8748;-0,1569;-1,5523;1,1541;-0,4249
"inclinar";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;0,399;0,2816;0,3731
"escepticismo";16;0,1967;-0,0436;-0,1217;-0,3125;-0,0866;-1,326;0,6723;0,7081
"eficien";11;-0,3016;-0,0299;0,7564;-0,2148;-0,0595;-0,9116;1,9597;-0,7159
"inclinación";17;-0,1422;-0,0463;-0,1293;0,7686;1,7344;0,2313;-0,739;-0,2479
"jos";14;-0,3838;-0,0381;0,6627;0,3305;0,7957;-0,259;-0,4129;0,3126
"enfocaron";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;-0,3537;1,4456
"sub";14;-0,3838;-0,0381;0,6627;0,9064;0,7957;-1,1602;-0,6952;0,9363
"popularidad";38;0,3839;-0,1035;-0,289;-0,7421;-0,2056;0,6917;-0,2926;0,3005
"prometedores";12;-0,329;-0,0327;-0,0913;1,0211;-0,0649;-0,1856;0,372;-0,4162
"lear";21;0,4308;-0,0572;-0,1597;0,6282;-0,1136;0,5296;-1,2674;0,5774
"ning";22;-0,6031;-0,0599;-0,1673;1,1537;-0,1191;0,7701;-1,0226;0,5091
"metodolo";11;-0,3016;-0,0299;-0,0837;-0,2148;-0,0595;-0,3914;-0,3537;1,4456
"measurement";17;0,554;-0,0463;-0,1293;0,2721;-0,092;-0,3841;0,5434;-0,4623
"comp";12;-0,329;-0,0327;-0,0913;-0,2343;-0,0649;-0,9945;1,0452;0,4456
"personality";10;-0,2741;-0,0272;-0,0761;0,4411;-0,0541;-0,337;-0,2604;0,6391
"classification";24;-0,6579;-0,0653;-0,1825;1,0628;0,5876;0,6424;-1,2848;0,6158
"2303";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;0,7529;-0,9382;1,079
"valid";13;-0,3564;-0,0354;-0,0989;-0,2539;-0,0703;-0,5053;0,5087;0,6739
"author";16;-0,4386;-0,0436;-0,1217;0,2899;-0,0866;0,526;1,0109;-1,2144
"treatment";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;-0,8287;1,0789;0,3175
"allen";28;-0,3167;-0,0762;-0,213;0,9086;1,3292;0,2594;-0,3871;-0,3801
"workforce";10;-0,2741;-0,0272;-0,0761;1,1624;-0,0541;-0,337;-0,2604;0,3175
"page";22;0,4055;-0,0599;-0,1673;-0,4296;-0,1191;0,262;0,7058;-0,5023
"reinforcement";12;-0,329;1,1399;-0,0913;-0,2343;-0,0649;0,8518;-0,4581;-0,1927
"number";34;-0,4248;-0,0926;-0,2586;-0,2551;1,1787;-1,2999;0,776;0,4588
"discipline";13;-0,3564;-0,0354;-0,0989;0,3539;-0,0703;1,8104;-1,4508;0,3731
"foundational";10;-0,2741;-0,0272;-0,0761;-0,1953;-0,0541;0,6114;-0,5175;0,6391
"paradigm";14;-0,3838;-0,0381;-0,1065;-0,2734;-0,0758;0,3476;-0,4129;0,9363
"centered";21;-0,2013;-0,0572;0,5118;1,2035;-0,1136;-0,5731;-0,8991;0,8682
