"";"classe 1";"classe 2";"classe 3"
"nues";-0,327;-1,176;2,031
"nguyen";-1,302;-0,017;1,524
"márquez";0,167;-0,675;0,06
"municación";-5;-0,186;6,536
"morduchowicz";-3,379;3,049;0,193
"moore";0,655;0,884;-2,39
"mira";-13,676;53,305;-4,472
"metacognitivo";0,022;-1,851;0,867
"marinar";0,886;0,005;-0,977
"maltrato";19,926;-0,846;-13,653
"mail";19,971;-3,003;-9,341
"magerko";-8,651;-0,052;9,576
"macro";0,003;3,461;-2,323
"lúdicos";-3,655;-4,851;13,231
"liderando";-0,327;1,326;-0,119
"lex";1,052;5,143;-7,904
"levantar";18,84;-1,176;-11,849
"lectivo";-0,745;0,511;0,084
"lear";0,025;-2,772;1,348
"laird";-7,814;51,969;-8,622
"labs";19,77;-3,696;-8,316
"keywords";0,932;-0,693;-0,089
"juárez";-0,14;7,995;-3,486
"juez";22,916;-4,851;-8,998
"izquierdo";8,276;-0,675;-4,84
"itu";0,281;3,842;-4,311
"isaac";23,045;-3,465;-10,778
"interpela";-3,655;-1,176;7,577
"interferir";-3,655;0,001;3,488
"interconexión";0,589;-4,851;0,966
"intensificar";-2,147;8,002;-0,62
"instruments";-0,791;12,303;-3,592
"instructivos";3,566;-3,696;-0,122
"innumerable";2,759;0,351;-4,472
"inmersiva";-1,037;-1,176;3,488
"incorporarse";-1,037;-0,276;2,031
"inaugurar";0,501;-0,11;-0,192
"improvement";4,608;-0,693;-2,155
"imprenta";15,955;-4,389;-5,287
"imparcial";-6,649;6,795;0,242
"iglesia";0,001;1,48;-0,977
"hábil";-2,147;-4,851;10,208
"howard";4,834;-1,045;-1,875
"gitmind";-3,379;-3,927;11,491
"geométrico";9,004;-2,701;-2,796
"frank";24,581;-3,696;-11,497
"ficas";-0,327;-1,176;2,031
"features";0,886;0,005;-0,977
"fantasía";21,419;-4,62;-8,319
"extremadura";-3,707;19,04;-2,39
"exploratoria";0,103;0,001;-0,119
"estrate";-10,572;1,326;5,336
"estadísticamente";22,916;-4,851;-8,998
"escalado";-7,868;31,628;-2,796
"equals";19,77;-3,696;-8,316
"epistemológica";-0,327;0,001;0,292
"enciclopedia";27,655;-4,158;-12,934
"egreso";-8,651;-0,052;9,576
"dolor";16,898;-2,541;-7,904
"docu";4,442;-0,276;-2,796
"divertir";16,957;-3,927;-6,308
"diccionario";5,476;0,02;-5,909
"derrotar";29,191;-4,389;-13,653
"dedo";30,728;-4,62;-14,372
"craiyon";19,77;-3,696;-8,316
"cornell";0,932;0,418;-2,155
"contradicción";21,419;-2,486;-11,14
"contaduría";-9,116;0,884;5,051
"constitutivo";-1,037;5,152;-0,62
"conse";6,687;-0,846;-3,365
"confuso";9,004;-1,176;-4,472
"conceder";0,842;0,141;-1,456
"complementen";-10,572;-4,851;24,651
"comple";0,26;-2,486;0,552
"comente";32,265;-4,851;-15,091
"colapso";13,785;0,02;-14,372
"city";-0,349;2,561;-0,464
"chos";-0,327;5,152;-1,512
"cauteloso";-7,868;1,326;3,488
"caloría";26,118;-3,927;-12,215
"cabrera";-0,047;0,418;-0,089
"cable";32,265;-4,851;-15,091
"buolamwini";11,718;-0,412;-8,316
"bueno|óptimo";0,103;-4,851;2,031
"bosque";30,728;-4,62;-14,372
"boom";19,926;-4,389;-7,643
"bilidad";-2,147;1,326;0,292
"behaviour";0,932;0,418;-2,155
"batir";-1,396;0;1,372
"batalla";19,926;-4,389;-7,643
"basura";26,118;-3,927;-12,215
"barato";27,391;-4,851;-11,849
"autoestima";-1,037;-2,701;5,336
"australiano";2,03;0,511;-3,91
"almenara";-4,86;1,672;1,348
"alexandre";1,839;0,884;-4,359
"abor";-5,562;0,351;3,488
"Dominique Strauss-Kahn ";8,276;-0,002;-7,904
"ángulo";-0,053;-0,846;0,915
"álgebra";10,597;-4,62;-2,323
"à";15,362;-2,31;-7,185
"zado";-3,163;-1,008;6,536
"whisper";8,981;-1,24;-4,359
"volverse";0,935;-4,62;0,552
"vn";24,581;-3,696;-11,497
"vivencia";-1,745;-2,486;6,536
"vincent";-0,005;-3,003;2,081
"viii";6,892;0,01;-7,185
"vergüenza";21,291;-3,927;-9,02
"velar";-13,024;57,589;-5,909
"valoren";-3,163;0,02;2,722
"valenzuela";-1,854;0,442;0,677
"vación";-9,931;9,036;0,552
"vacación";14,529;-2,06;-6,973
"unach";-4,241;2,236;0,734
"ua";-8,014;-3,927;19,126
"tránsito";5,476;-1,008;-2,323
"trabar";-5;5,921;0,084
"tormenta";19,926;-4,389;-7,643
"th";-2,688;4,076;0,001
"sugeridog";-13,024;-1,008;19,099
"stakeholders";-7,163;5,143;0,734
"sores";-4,448;-2,272;10,776
"solar";10,338;-3,465;-2,932
"silvia";-0,047;-0,693;0,762
"significación";-0,234;-1,44;2,041
"sierra";0,98;0,071;-1,419
"sidades";-5;-1,008;9,06
"señanza";-12,373;-2,272;21,886
"sergio";0,932;-0,693;-0,089
"scite";-2,233;-4,158;9,576
"sap";4,659;-0,29;-2,932
"rígido";0,003;-1,008;0,552
"rodriguez";0,001;0,005;-0,007
"rizar";-0,005;3,311;-1,875
"reutilización";-3,379;23,55;-4,079
"rencia";1,386;0,065;-1,874
"reloj";22,814;-4,158;-9,725
"relacional";-0,491;-0,11;0,915
"reflexionando";-0,745;-1,008;2,722
"reciclaje";-6,744;45,389;-7,615
"quo";0,842;-2,06;0,052
"provecho";0,26;-1,008;0,084
"proposición";3,543;0,02;-3,91
"propenso";-0,491;-2,272;3,561
"prestigiar";-0,165;5,921;-2,323
"presa|preso";-0,491;24,577;-10,432
"pregúntame";15,221;-3,003;-6,22
"preexistentes";-0,745;0,511;0,084
"potenciados";-13,024;-2,486;23,268
"png";9,218;-0,346;-6,466
"plo";21,419;-4,62;-8,319
"phase";-1,953;-0,693;4,176
"permanencia";-3,907;-0,691;6,847
"perkins";-1,047;-0,856;3,049
"pendiente";-0,002;7,792;-4,677
"pelota";24,338;-2,272;-13,653
"pedirles";7,827;-4,62;-1,146
"parti";-0,745;-0,186;1,431
"organizativo";-13,024;28,062;-0,381
"omisión";6,687;0,065;-7,643
"odisea";27,655;-4,158;-12,934
"novelista";29,191;-4,389;-13,653
"note";4,608;-0,693;-2,155
"nick";19,77;-1,644;-11,497
"navegador";30,728;-4,62;-14,372
"multilingüe";0,501;-2,272;0,242
"moocs";-2,866;-3,696;10,234
"mite";-0,745;-4,62;6,536
"mineduc";-6,113;19,04;-1,008
"microeducación";-6,649;-0,846;10,776
"mentira";30,728;-4,62;-14,372
"mentimeter";0,001;-1,155;0,68
"mayer";8,276;-2,541;-2,524
"maps";16,898;-2,541;-7,904
"mani";-0,002;4,785;-2,838
"mandar";17,393;-2,486;-8,319
"lograrse";-9,931;1,658;4,424
"lobanovski";30,728;-4,62;-14,372
"lindo";4,834;-1,045;-1,875
"limpieza";17,393;-2,486;-8,319
"liga";29,191;-4,389;-13,653
"lidiar";4,479;0,065;-5,287
"licenciado";-0,692;25,483;-10,059
"libremente";12,425;-2,272;-5,287
"liberadora";-12,373;-4,389;26,455
"lgbti";3,566;3,687;-11,497
"league";15,221;-3,003;-6,22
"latin";-2,604;17,321;-2,874
"lal";-11,722;4,785;2,758
"juventud";-2,688;37,613;-10,432
"justice";0,001;1,48;-0,977
"inverso";13,785;-2,486;-5,909
"intersectorial";-12,373;45,167;-3,365
"interrupción";5,476;1,658;-11,14
"interactúen";3,543;-2,486;-0,381
"insecto";23,045;-3,465;-10,778
"ineludible";-3,163;0,02;2,722
"inaceptable";-0,491;24,577;-10,432
"iberoamérica";-2,233;41,143;-12,934
"honor";12,425;-0,11;-10,432
"guia";-2,604;32,833;-8,622
"granada";7,68;-1,155;-3,592
"gram";-0,234;-3,465;3,811
"gital";-4,448;4,076;0,242
"geometría";19,77;-3,696;-8,316
"generalitat";-9,768;54,739;-7,615
"gartner";3,913;0,01;-4,159
"gabriel";-0,349;0,102;0,11
"fragmentar";5,476;-2,486;-1,146
"formuladores";-13,024;41,513;-2,323
"fesores";-5;-1,008;9,06
"favorito";25,864;-4,62;-11,14
"factual";4,659;-3,465;-0,443
"expresarse";3,543;-0,186;-2,323
"estandarizados";-5;-4,62;15,342
"esbozar";-0,745;0,511;0,084
"er";-1,953;12,991;-2,155
"episodio";17,393;-4,62;-5,909
"engaño";21,419;-2,486;-11,14
"ejemplar";3,543;-1,008;-1,146
"dynamic";2,119;0,102;-2,874
"dreamstudio";21,291;-3,927;-9,02
"distintivo";0,935;-4,62;0,552
"distin";3,543;-4,158;-0,063
"diseñarse";-13,024;5,921;2,722
"destruir";9,336;-4,389;-1,874
"desequilibrio";0,935;3,461;-5,909
"definirse";-0,745;-0,186;1,431
"deepfake";18,435;-2,772;-8,622
"cuantitativas";-9,291;-2,272;17,75
"cu";-8,651;7,792;0,497
"coursera";-4,279;0,615;2,041
"cordero";1,299;-0,546;-0,296
"confinamiento";-0,122;8,933;-4,079
"concertar";-0,745;12,808;-3,91
"comuni";-9,931;12,808;0,084
"complemente";-5;-1,008;9,06
"cocreadores";-9,931;3,461;2,722
"christian";4,238;-1,848;-0,929
"chats";10,597;-0,186;-8,319
"cese";3,543;-2,06;-0,531
"centren";-7,256;-4,62;19,099
"carro";-1,581;-2,31;5,997
"caro";14,015;-1,44;-7,615
"capitulo";0,935;1,658;-3,91
"camente";0,935;-1,008;-0,027
"bus";0,842;-0,052;-0,531
"buckingham";-2,08;0,523;0,734
"bruto";15,955;-0,846;-10,432
"bruner";-6,113;-3,234;15
"borrar";27,655;-4,158;-12,934
"borde";25,864;-4,62;-11,14
"binomi";-3,707;0,065;2,909
"berlín";14,015;-1,44;-7,615
"barroco";23,045;-3,465;-10,778
"avalar";-0,165;-1,008;1,431
"augmented";-0,349;-0,924;1,812
"asis";3,543;-4,62;-0,027
"arbitrario";2,712;6,795;-13,653
"aprendizaja";-7,256;-4,62;19,099
"anterioridad";3,543;0,141;-4,677
"alinean";-7,256;-0,186;9,06
"alfa";5,591;-0,691;-2,838
"adolescencia";-0,715;17,905;-6,308
"adicción";4,479;-0,11;-3,365
"accountability";-0,047;0,418;-0,089
"a2";-2,688;45,167;-13,653
"3aspectos";-13,024;22,321;-0,027
"2022b";-8,651;58,093;-9,725
"ángel";-0,093;3,842;-1,559
"xviii";19,971;-3,003;-9,341
"xai";0,002;0,615;-0,443
"workshop";-0,047;0,418;-0,089
"virtualidad";-6,744;11,765;-0,02
"vigencia";-6,649;45,167;-7,643
"version";3,446;0,005;-3,592
"téc";-2,233;2,508;0,052
"tros";0,501;0,712;-1,874
"tridimensional";11,084;-4,158;-2,838
"tión";-6,649;-0,11;7,938
"titulación";-3,907;-0,691;6,847
"tips";11,114;-3,003;-3,731
"teclado";27,655;-4,158;-12,934
"technologyreview";2,795;0,071;-3,486
"tda";-1,801;-1,851;5,79
"suizo";21,291;-3,927;-9,02
"sueco";15,955;-2,272;-7,643
"subjetivación";-0,025;1,638;-0,733
"soñar";9,767;-1,851;-4,079
"solventar";1,386;-2,272;0,001
"solidaridad";-6,649;30,75;-3,365
"sistemáticamente";5,591;-0,691;-2,838
"sensibilizar";-6,649;4,076;0,915
"sanidad";0,501;14,304;-13,653
"salvaguardar";-9,291;53,412;-7,643
"salvador";0,919;2,667;-5,029
"rose";-0,013;-1,848;1,408
"riencia";-9,291;-4,389;21,886
"rev";-1,047;12,331;-3,118
"result";7,68;-1,155;-3,592
"resuelto";3,543;-0,691;-1,456
"restrictivo";2,712;2,048;-7,643
"repre";2,677;-3,927;-0,003
"renunciar";0,057;0,712;-0,817
"reinventar";0,022;-1,851;0,867
"reflexivos";-11,722;0,141;9,576
"reelaboración";0,002;-3,465;2,041
"ran";1,386;-2,272;0,001
"radar";12,559;-3,234;-4,359
"pwc";12,206;-2,541;-4,84
"puro";18,439;-2,06;-9,725
"progenitor";-3,379;0,254;2,024
"principiantes";9,336;-4,389;-1,874
"primo";6,911;-0,546;-4,079
"predominio";9,336;-2,272;-3,365
"posts";14,015;-3,465;-4,999
"popularización";-0,002;-0,691;0,497
"pixel";9,685;-2,772;-3,118
"pf0000385146_spa";-4,241;37,573;-7,904
"pensadores";-0,053;-0,11;0,242
"patio";18,439;-4,158;-6,973
"parque";11,084;0,141;-12,934
"palau";-0,349;8,301;-2,874
"ou";6,892;-0,504;-4,159
"organización no gubernamental";-3,379;29,966;-6,308
"organización internacional del trabajo";-1,9;25,483;-6,916
"oposición";0,842;7,792;-9,725
"obsoletos";0,501;-4,389;0,915
"núm";-4,279;45,389;-10,778
"nulo";4,479;-0,846;-1,874
"nuclear";1,895;0;-1,858
"notificar";-1,369;30,75;-10,432
"nieve";19,77;-1,644;-11,497
"neto";10,338;-0,29;-7,615
"namiento";-0,28;-0,691;1,399
"morir";27,655;-4,158;-12,934
"monte";5,106;-2,541;-0,955
"moderation";16,898;-2,541;-7,904
"metro";21,291;-1,851;-12,215
"medina";-0,681;21,021;-7,904
"matar";14,529;-2,06;-6,973
"marvin";16,957;-1,851;-9,02
"mansour";11,114;-3,003;-3,731
"lúdicas";-1,369;-4,389;7,938
"lucio";3,446;-1,155;-0,977
"lucas";15,221;-3,003;-6,22
"limpiar";24,338;-4,389;-10,432
"lienzo";24,581;-3,696;-11,497
"lavar";18,251;-3,465;-7,615
"jerárquico";24,338;-4,389;-10,432
"intérprete";11,718;-1,644;-5,65
"intrínsecamente";-6,649;0,065;5,534
"inmersivo";1,386;-2,272;0,001
"infante";0,246;3,311;-3,731
"implementen";-12,373;37,613;-1,874
"impactado";-0,28;0,141;0,052
"ie";-0,14;13,553;-6,466
"hwang";-1,302;-1,386;4,253
"humor";21,291;-1,851;-12,215
"house";2,699;-0,002;-2,524
"hong";-0,187;1,672;-0,354
"historiador";9,767;-1,851;-4,079
"hilma";24,581;-3,696;-11,497
"hermano";26,118;-3,927;-12,215
"her";0,001;-2,31;1,361
"habili";-9,291;-0,11;10,776
"haberse";12,425;-4,389;-3,365
"gico";-6,649;-0,11;7,938
"fraser";-0,081;13,534;-6,916
"fr";0,034;0,442;-0,504
"formador";-6,649;4,076;0,915
"fnales";21,508;-3,234;-10,059
"flosofía";24,581;-3,696;-11,497
"flipped";-2,43;-1,848;6,867
"few";3,446;-1,155;-0,977
"fascinación";4,479;-2,272;-0,817
"falla";0,057;0,712;-0,817
"explorador";1,386;10,204;-13,653
"experi";-4,279;-1,44;8,996
"expediente";0,501;-4,389;0,915
"event";-0,047;-0,693;0,762
"estimulante";-2,688;-4,389;10,776
"estados unidos";-1,581;24,608;-7,185
"esquina";18,439;-2,06;-9,725
"espiritual";19,926;-2,272;-10,432
"esp";-0,047;4,517;-2,155
"esco";0,655;8,965;-10,059
"edutic";0,281;0,836;-1,559
"edition";0,001;1,48;-0,977
"ducción";-0,28;2,508;-0,531
"dor";-6,047;-2,06;12,762
"divertido";0,501;-4,389;0,915
"distance";-1,953;4,517;-0,089
"diseñamos";2,712;-0,846;-0,817
"directorio";1,839;0,884;-4,359
"desta";-6,649;24,577;-1,874
"descanso";21,291;-3,927;-9,02
"delincuencia";24,338;-4,389;-10,432
"dede";-2,08;-2,541;7,24
"deaprendizaje";-9,291;-4,389;21,886
"davis";2,795;-2,079;-0,266
"d2l";0,919;2,667;-5,029
"cárdenas";-0,346;-0,092;0,677
"cv";18,251;-3,465;-7,615
"curar";-0,28;-2,06;2,758
"cuaieed";-5,86;-0,346;8,202
"ctim";-0,122;8,933;-4,079
"crm";10,338;-3,465;-2,932
"cope";-3,907;25,982;-4,311
"consulting";0,561;4,131;-5,527
"construccion|construcción";1,386;-0,846;-0,192
"competidor";8,105;-0,691;-4,677
"compensar";1,386;-0,846;-0,192
"coger";15,955;-4,389;-5,287
"cocrear";-8,014;1,265;3,665
"censurar";8,105;-0,052;-6,973
"casual";6,911;0,254;-9,02
"característico";6,687;-2,272;-1,874
"calderón";-3,628;-0,504;5,997
"bulli";26,118;-3,927;-12,215
"bruselas";0,069;13,534;-10,059
"bruno";5,542;-2,079;-1,419
"bloqueo";16,957;-1,851;-9,02
"blended";-2,604;0,102;1,812
"bilingüe";-2,866;14,756;-1,858
"bearlyai";18,439;-4,158;-6,973
"bargo";-0,053;-0,846;0,915
"autonomous";-1,953;4,517;-0,089
"autodirigido";-9,291;-4,389;21,886
"austral";-0,043;14,536;-7,904
"arquitecto";-0,053;0,065;0,001
"arma";21,291;-3,927;-9,02
"apropiar";-0,491;-0,846;2,022
"antropología";0,842;0,141;-1,456
"alos";-9,291;14,304;0,001
"alegria";26,118;-3,927;-12,215
"akinator";11,718;0;-11,497
"ais";-1,581;24,608;-7,185
"aea";10,753;-1,617;-5,029
"admisiones";-6,649;2,048;2,022
"abordadas";-2,688;-0,11;3,561
"3a";-1,581;0,829;0,276
"zimmerman";-7,814;-0,856;12,264
"xie";-1,854;0,442;0,677
"woolf";-0,013;-0,206;0,221
"winkler";-3,707;-3,234;11,096
"weizenbaum";16,898;-2,541;-7,904
"vice";4,608;-0,693;-2,155
"vendar|vender";18,439;-4,158;-6,973
"usua";0,189;-0,691;0,052
"universidade";0,001;5,579;-3,592
"unit";1,771;-0,504;-0,573
"ttfee";-8,651;-4,158;20,505
"trucción";-1,801;-0,546;3,665
"tranquilo";27,655;-4,158;-12,934
"traducirse";-2,233;0,96;0,497
"tido";-1,024;-0,052;1,399
"thompson";-0,013;0,204;-0,061
"terrestre";26,118;-3,927;-12,215
"tablets";16,734;-3,234;-6,916
"söllner";-3,707;-3,234;11,096
"suplantar";0,095;-2,079;0,699
"superficie";16,957;-1,851;-9,02
"subyacen";-2,233;0,141;1,399
"subjetividades";-0,002;15,992;-9,725
"suave";15,482;-1,644;-8,316
"soso";-3,628;0,01;3,268
"sociotécnicos";-1,396;26,238;-8,316
"socioemocionales";-8,651;-2,06;16,405
"situa";-0,28;-0,691;1,399
"sionales";-0,28;-0,052;0,497
"shoham";1,839;0,884;-4,359
"sensorial";1,299;-3,927;0,193
"segmentación";0,022;0,254;-0,296
"scholarcy";2,657;-3,465;-0,02
"sar";6,911;-1,851;-2,335
"rouhiainen";4,659;-0,29;-2,932
"ribera";0,034;2,667;-2,179
"revelación";8,105;0,141;-9,725
"respon";-0,122;3,049;-1,074
"reporting";-0,047;4,517;-2,155
"repercutir";-0,002;0,141;-0,063
"reparación";1,299;5,605;-9,02
"rentar";-3,907;-0,691;6,847
"rendi";-3,907;-4,158;12,762
"rembrandt";21,508;-3,234;-10,059
"reiterar";0,022;0,254;-0,296
"rectángulo";-2,372;0,015;2,041
"rayo";26,118;-3,927;-12,215
"rabbit";0,125;-3,696;1,372
"públicamente";11,084;-0,691;-6,973
"pídales";22,814;-2,06;-12,934
"punta";1,299;-0,014;-1,074
"pucp";-1,456;21,729;-6,22
"proactivas";-11,722;27,109;-0,531
"priorizan";-0,28;2,508;-0,531
"princi";0,189;0,141;-0,531
"prendes";-5,86;3,895;0,699
"posibilitan";0,842;-4,158;0,497
"posibili";-6,047;0,141;4,574
"pitts";23,045;-3,465;-10,778
"pino";-6,744;4,44;0,819
"pers";4,659;0,015;-4,999
"parábola";19,971;-3,003;-9,341
"paradoja";3,543;-0,052;-2,838
"paciencia";19,77;-3,696;-8,316
"p5";1,895;-3,696;0,025
"p2p";21,291;-3,927;-9,02
"ordinario";3,543;-0,052;-2,838
"ofre";-3,907;-2,06;9,576
"obsolescencia";-8,014;-0,546;11,491
"observables";9,767;-1,851;-4,079
"núñez";-1,302;-1,386;4,253
"ny";0,932;0,418;-2,155
"numerar";14,015;-3,465;-4,999
"notablemente";3,543;-2,06;-0,531
"neurociencias";2,677;-0,014;-2,335
"negociar";-3,379;5,605;-0,003
"mé";-0,28;0,141;0,052
"muro";8,105;-4,158;-1,456
"multidisciplinaria";-11,722;4,785;2,758
"moreira";-3,628;0,829;1,361
"montaje";2,66;-3,003;-0,06
"modernidad";1,214;-3,465;0,146
"mejoramiento";-3,907;0,96;1,399
"medibles";-8,014;-0,014;8,399
"mcculloch";23,045;-3,465;-10,778
"martha";-2,604;-0,924;5,568
"mariano";-0,791;12,303;-3,592
"maravilla";16,957;-0,546;-12,215
"magolda";-2,866;14,756;-1,858
"maduro";-1,024;0,96;0,052
"lúdico";0,842;-2,06;0,052
"llorens";-0,093;-1,386;1,524
"latex";16,957;-3,927;-6,308
"lara";-0,698;-0,206;1,408
"kong";0,167;-0,002;-0,134
"kahoot";-0,692;-3,234;5,051
"judicial";-0,122;13,033;-6,308
"joseph";10,338;-1,44;-4,999
"jersey";7,652;-1,045;-3,731
"jara";-5,209;5,123;0,221
"izar";-0,791;-1,155;2,998
"interpretativo";-0,715;-1,851;3,665
"intere";-0,002;0,96;-0,531
"institut";-0,791;12,303;-3,592
"inno";-5,45;5,605;0,193
"inferencias";8,105;-4,158;-1,456
"inconsciente";6,911;-3,927;-1,074
"imprecisiones";2,677;-0,546;-1,074
"implementada";-0,002;0,141;-0,063
"imperfecto";21,291;-1,851;-12,215
"idp";-0,349;-0,924;1,812
"iden";-0,715;0,254;0,193
"hrc";-1,047;24,905;-8,622
"homo";11,114;-3,003;-3,731
"hola";16,734;-1,24;-10,059
"hitos";-0,122;3,049;-1,074
"hinton";16,898;-2,541;-7,904
"hill";-2,604;-0,924;5,568
"hemingway";0,022;-3,927;2,024
"habitar";0,748;0;-0,733
"graciela";0,281;0,836;-1,559
"gitales";-0,002;2,508;-1,456
"gica";-3,907;4,785;0,052
"gerente";0,329;7,665;-7,615
"gas";15,482;-1,644;-8,316
"fuga";1,895;6,556;-11,497
"formative";-0,047;-0,693;0,762
"forjar";-0,002;0,141;-0,063
"fino";8,105;-2,06;-2,838
"fiesta";15,482;-1,644;-8,316
"feed";1,795;-2,772;0
"exportar";3,566;-1,644;-0,733
"explicativo";0,022;-0,546;0,193
"espectacular";1,96;-4,158;0,052
"esen";-11,722;-0,052;12,762
"escalable";-2,233;-2,06;6,847
"epistemológicas";-0,002;-0,052;0,052
"ente";-2,233;0,141;1,399
"entablar";0,842;0,141;-1,456
"enemigo";21,291;-3,927;-9,02
"encues";0,842;11,527;-12,934
"encargo";0,414;8,933;-9,02
"email";19,971;-3,003;-9,341
"eks";-0,047;0,418;-0,089
"dría";-0,002;0,141;-0,063
"disputa";1,895;0,409;-3,497
"dispersión";5,591;-0,052;-4,677
"discernimiento";-6,047;2,508;1,399
"dinámicamente";-3,907;-0,052;4,574
"dimensionar";0,414;-1,851;0,193
"diaz";-1,116;-0,346;2,287
"diagnósticas";0,329;-3,465;0,819
"dfe";-5,209;16,603;-0,929
"deshumanización";-8,014;0,254;5,79
"democracy";0,187;2,561;-2,874
"deakin";-0,093;-1,386;1,524
"dali";-8,465;56,301;-9,341
"cuantificar";22,814;-4,158;-9,725
"cs";-0,14;-2,079;2,287
"cost";0,932;0,418;-2,155
"copyright";1,863;0,836;-4,311
"controvertir";0,842;7,792;-9,725
"constructor";-0,002;-2,06;1,399
"consejero";13,116;-1,851;-6,308
"conocimien";-6,047;-4,158;16,405
"connected";-0,043;-2,541;2,155
"congress";2,699;2,236;-7,904
"complementando";-5,45;0,254;3,665
"combinen";-0,28;-4,158;4,574
"coalition";18,251;-3,465;-7,615
"clusterización";6,911;-0,546;-4,079
"clarke";5,542;-0,346;-3,486
"ciendo";-3,907;-2,06;9,576
"cervantes";3,001;-1,617;-0,504
"cell";0,187;-0,924;0,11
"castigo";11,084;-0,691;-6,973
"carbajal";-1,854;-0,092;2,525
"canvas";0,748;-3,696;0,442
"campeonato";11,718;-1,644;-5,65
"camión";24,581;-3,696;-11,497
"cadores";-11,07;-0,546;15,067
"burke";-2,43;0,204;1,408
"brief";-0,093;-0,017;0,166
"bondad";0,842;-0,052;-0,531
"belleza";26,118;-3,927;-12,215
"bell";21,508;-3,234;-10,059
"baxter";-2,866;14,756;-1,858
"barlow";24,581;-3,696;-11,497
"atacar";13,116;-0,546;-9,02
"asiático";-0,002;21,186;-12,934
"ascender";22,814;-2,06;-12,934
"anonimización";-0,715;5,605;-1,074
"analyse";0,932;-0,693;-0,089
"alojar";3,543;-0,052;-2,838
"alimentario";18,439;-2,06;-9,725
"alam";-0,698;-0,206;1,408
"agresivo";13,116;-1,851;-6,308
"agotar";4,548;-1,851;-1,074
"agendas";-0,122;13,033;-6,308
"af";12,559;-3,234;-4,359
"abundante";0,189;-0,052;-0,063
"2023c";-2,372;2,09;0,146
"ángeles";16,734;-1,24;-10,059
"zhou";-3,255;-1,155;6,96
"zenodo";0,886;-1,155;-0,007
"wordai";-1,024;-3,465;6,13
"wired";7,68;-1,155;-3,592
"wayne";-0,013;10,042;-5,748
"víctor";2,119;-0,924;-0,464
"vulnerabilidades";0,022;13,033;-9,02
"vino";15,482;-3,696;-5,65
"villanueva";-0,346;0,442;0,003
"vicente";-0,349;2,561;-0,464
"vicario";0,374;1,843;-2,824
"vertiente";-5,45;5,605;0,193
"veloz";0,655;2,64;-4,359
"vastas";-3,379;-1,851;8,399
"var";-1,396;-1,644;4,775
"vago";13,116;-3,927;-4,079
"uipath";3,621;-3,234;-0,214
"uber";18,435;-2,772;-8,622
"tópico";-0,122;-1,851;2,024
"txt";3,446;0,005;-3,592
"tunidad";-8,014;-0,546;11,491
"trayecto";0,125;-1,644;0,442
"trato";1,299;1,265;-4,079
"trategias";-8,014;0,254;5,79
"transformers";14,015;-3,465;-4,999
"title";0,886;-1,155;-0,007
"ticipación";-5,45;-0,014;5,79
"thought";-0,047;-0,693;0,762
"terapia";-0,449;-0,412;1,372
"techno";-0,047;0,418;-0,089
"supermercado";26,118;-3,927;-12,215
"suite";-2,08;2,236;0,06
"sudáfrica";0,329;7,665;-7,615
"storytelling";6,002;-1,24;-2,39
"statistics";-0,349;0,102;0,11
"spotify";24,581;-3,696;-11,497
"solutions";-2,604;2,561;0,11
"socrative";-9,768;-3,465;20,884
"sintaxis";10,338;-3,465;-2,932
"selectivo";5,759;-1,644;-1,858
